TF,DF,Word
5,4,comment
1,1,distributedfilesystem
7,5,protocol
3,3,paus
2,2,execut
4,3,boot
3,3,combinefileinputformat.getsplit
1,1,obtain
6,4,rest
1,1,activ
1,1,trust
1,1,testingutil
42,31,kill
3,2,refactor
2,2,rolleditlog
3,3,touch
3,3,.
9,4,storefil
1,1,note
2,1,columnfamilyrecordread
1,1,signal
2,2,expos
8,4,hint
2,1,dataxceiv
3,2,mmap
44,32,regionserv
4,3,mask
1,1,param
6,5,complain
2,1,ecmultiregionsnitch
29,25,add
21,16,valid
6,6,board
15,10,input
8,5,safemod
2,2,app
7,7,match
26,18,applic
2,2,latenc
10,8,loss
1,1,preserv
1,1,memstoreflush
3,3,checksum
1,1,datacentersyncwriteresponsehandl
1,1,taskrunn
7,4,daemon
6,5,period
2,2,regio
8,8,know
4,3,background
1,1,final
1,1,redesign
1,1,password
7,2,bloom
3,2,datacent
1,1,testreplication.queuefailov
16,14,insert
1,1,cfmetadata
1,1,jobhistoryserv
2,1,like
6,4,success
5,4,header
2,1,outag
3,2,map/reduc
4,4,resolv
7,7,elaps
90,65,server
3,2,cqlsh
4,3,collect
2,2,api
3,1,sendthread
26,11,channel
1,1,zookeeperwatch
3,2,lose
4,3,hung
1,1,async
6,4,hook
8,5,page
1,1,backlog
4,3,tombston
11,11,encount
3,3,exceed
2,2,right
11,9,assignmentmanag
2,2,captur
1,1,fsutil
3,3,interv
2,2,linux
1,1,back
2,2,percentag
1,1,checkdiskerror
1,1,sampl
1,1,revisit
16,11,flush
17,17,intend
2,2,manifest
2,1,administr
2,2,transport
7,6,assertionerror
1,1,slice
1,1,keytab
1,1,feder
19,16,lead
1,1,confirm
15,13,leak
9,9,avoid
2,1,exec
2,2,definit
1,1,subclass
7,6,outofmemori
17,9,leas
9,6,tracker
44,35,exit
7,7,unit
29,25,condit
1,1,commitlogseg
7,7,reproduc
2,1,leader
1,1,localhost
7,6,refer
12,9,machin
1,1,core
2,2,investig
1,1,toler
5,4,power
2,1,filejournalmanag
5,3,compress
1,1,insecur
2,1,verifyrootregionloc
4,2,agreement
11,5,symlink
2,2,broken
6,6,step
2,2,httpf
1,1,promot
24,18,output
6,6,peer
4,2,linuxtaskcontrol
2,2,post
4,3,fsck
177,137,throw
1,1,decompressor
3,3,expiri
2,1,rumen
1,1,namenod
1,1,jar
13,10,socket
17,6,renew
1,1,datatransferprotocol
3,1,cacheadmin
1,1,testearlyleaderabandon
4,4,commun
2,1,spawn
1,1,choke
2,2,retain
9,8,manag
5,3,degre
3,2,splitlog
3,3,constructor
2,1,pariti
10,5,commit
3,3,courtesi
10,8,hfile
2,2,backup
12,10,disabl
150,69,block
19,11,repair
1,1,own
4,2,respect
1,1,meteredflush
8,7,failov
2,2,waledit
2,1,verifyandassignroot
2,1,deadserv
4,2,dfsoutputstream
1,1,surviv
7,5,phase
3,3,explain
2,2,splitlogmanag
3,2,ensur
4,4,claus
2,1,rs_zk_region_split
3,1,durabl
3,3,merg
5,2,specul
2,2,jdbc
2,2,deal
1,1,garbag
19,10,transfer
10,10,support
3,3,question
1,1,fast
46,29,custom
1,1,avail
101,73,start
2,2,reli
14,10,trigger
1,1,shufflehandl
15,12,includ
1,1,lot
1,1,resum
1,1,forward
4,3,submiss
5,4,resolut
8,6,:
43,41,function
45,22,reduc
1,1,head
4,4,properli
1,1,onlineregion
2,2,unexpect
1,1,outdat
1,1,forc
1,1,regard
2,2,idea
1,1,savenamespac
7,5,skip
7,7,translat
1,1,wal
1,1,framework
9,9,count
6,5,pull
1,1,immedi
10,5,consist
2,2,possibl
29,20,default
1,1,rpcserver
2,2,testfsck
1,1,storm
1,1,regionserversnapshotmanag
3,1,rack
2,2,record
1,1,postopendeploytask
40,23,meta
10,8,limit
1,1,writetow
1,1,rpc_address
1,1,export
52,47,problem
9,8,deadlock
1,1,bytebuff
20,20,expect
1,1,followerhandl
2,2,featur
1,1,supervisor
7,5,scanner
88,70,creat
2,2,flow
1,1,dfsadmin
1,1,leveledcompact
1,1,repres
7,7,chanc
15,11,replica
48,43,exist
1,1,servershutdown
139,81,file
1,1,journal
74,55,check
1,1,fill
8,8,incorrect
5,4,inform
2,1,tableoutputformat
2,2,extract
2,1,dynamiccompositetyp
11,9,detail
5,5,invalid
46,30,event
4,4,field
9,6,cleanup
3,1,collis
1,1,futur
13,12,branch
101,85,test
1,1,taskattemptcontext
1,1,hundr
1,1,miniclust
2,1,deseri
1,1,stat
4,4,repeat
8,6,scrub
4,3,taskjvm.sh
2,2,zkinterprocesslockbas
8,7,sequenc
16,13,stay
1,1,leaserenew
1,1,properl
5,4,servershutdownhandl
2,2,track
1,1,and/or
2,1,snitch
1,1,integrationtestbulkload
1,1,enhanc
2,1,minimryarnclust
5,4,pool
2,1,splittransact
3,1,ghost
11,9,assert
1,1,degrad
1,1,algorithm
1,1,filestreamtask
33,23,directori
18,9,fsimag
2,2,responseprocessor
2,2,ycsb
3,3,descript
1,1,involv
2,1,jetti
1,1,algo
28,23,ignor
1,1,testdistributedlogsplit
2,2,potenti
68,62,time
2,2,push
2,2,decommiss
1,1,invari
15,14,stick
